# time,x(N),y(E),z(D),psi,xd(N),yd(E),zd(D),psid,xdd(N),ydd(E),zdd(D),psidd
1.950000000000000178e+00,4.104252075299067437e-01,9.494663986422660629e-02,-1.746022657422566349e+00,4.418761499873020693e-01,6.436570668793055727e-01,2.112792942305098676e-01,-4.035973567359088521e-01,7.616459844712979432e-01,3.749955467001025999e-01,3.282358874276273264e-01,-2.985840049832689247e-01,6.813000977959071669e-01
2.000000000000000000e+00,4.430578472909916243e-01,1.059255511031674812e-01,-1.766567680000005192e+00,4.808012977816771283e-01,6.612612082204130104e-01,2.279684955588729689e-01,-4.180377600000086957e-01,7.951771517864862915e-01,3.285221328440393052e-01,3.391951314174177501e-01,-2.786918400000049090e-01,6.593696567465432423e-01
2.050000000000000266e+00,4.765110109765978708e-01,1.177522690291860491e-01,-1.787809021027671585e+00,5.213741656729343754e-01,6.764467762535285589e-01,2.451843166041196564e-01,-4.314336533226933446e-01,8.275266338725776327e-01,2.782995279369123720e-01,3.492849952155257509e-01,-2.568269784144992518e-01,6.340611182785926836e-01
2.100000000000000089e+00,5.106592039084207890e-01,1.304519989228162258e-01,-1.809692049241565126e+00,5.635315205491536750e-01,6.890336031178392329e-01,2.628809541573599584e-01,-4.436900412489308554e-01,8.585300055744313763e-01,2.246244084389801277e-01,3.584124889595536878e-01,-2.331376243015721994e-01,6.055579156152235409e-01
2.149999999999999911e+00,5.453683061141306743e-01,1.440475406726913765e-01,-1.832157575288953844e+00,6.072021477495859187e-01,6.988570845638369944e-01,2.810080170793228249e-01,-4.547197213625014389e-01,8.880326345200058036e-01,1.678222060473494315e-01,3.664871820426865989e-01,-2.077870615773148300e-01,5.740680106836352214e-01
2.200000000000000178e+00,5.804963853439887300e-01,1.585590628193316587e-01,-1.855142259636968660e+00,6.523073705595424654e-01,7.057695508952395169e-01,2.995106687241449461e-01,-4.644440025071713274e-01,9.158908589567629210e-01,1.082444080051121887e-01,3.734217804550123976e-01,-1.809522087690272896e-01,5.398219271956855581e-01
2.250000000000000000e+00,6.158945751946409697e-01,1.740038844387963857e-01,-1.878579054550788552e+00,6.987616260825617598e-01,7.096414990473576268e-01,3.183297980450799924e-01,-4.727933486718850498e-01,9.419730639188566013e-01,4.626570535245087823e-02,3.791326963133777594e-01,-1.528220925000019770e-01,5.030706532363879990e-01
2.300000000000000266e+00,6.514080112146145574e-01,1.903962662895196944e-01,-1.902397676327257869e+00,7.464730922493693077e-01,7.103626786642743829e-01,3.374022189307090414e-01,-4.797079447297642463e-01,9.661606495662529159e-01,-1.771899227233393950e-02,3.835406071458430932e-01,-1.235962498498561352e-01,4.640834279917948613e-01
2.350000000000000089e+00,6.868768175323706204e-01,2.077472126200314850e-01,-1.926525103791930649e+00,7.953443604335080908e-01,7.078430259674474145e-01,3.566608971985297805e-01,-4.851381807286800352e-01,9.883488862685608778e-01,-8.329765667381940075e-02,3.865710024968066483e-01,-9.348306975100997840e-02,4.231454272477166434e-01
2.400000000000000355e+00,7.221371362607191813e-01,2.260642850035719520e-01,-1.950886098915173283e+00,8.452731478904150775e-01,7.020134401389018786e-01,3.760352045511127783e-01,-4.890450519392358641e-01,1.008447651737888862e+00,-1.500443373745635744e-01,3.881547154188640381e-01,-6.269808358195294584e-02,3.805553622908977029e-01
2.450000000000000178e+00,7.570221916907408088e-01,2.453514295278194923e-01,-1.975403745275909451e+00,8.961530440202651882e-01,6.928263978724857886e-01,3.954511986783115773e-01,-4.914004723740227898e-01,1.026382046246638868e+00,-2.175224355162563017e-01,3.882284364174728442e-01,-3.146221511798406867e-02,3.366230068441100620e-01
2.500000000000000000e+00,7.913633810943970781e-01,2.656088186240893600e-01,-2.000000000000009326e+00,9.478742842749666719e-01,6.802564026770754335e-01,4.148319285673204293e-01,-4.921875000000097700e-01,1.042092882697746692e+00,-2.852880367789842331e-01,3.867352074144890794e-01,0.000000000000000000e+00,2.916666666666518637e-01
2.550000000000000266e+00,8.249913838073495986e-01,2.868327087704025669e-01,-2.024596254724110533e+00,1.000324545386333197e+00,6.643002664460078144e-01,4.340977639606726779e-01,-4.914004723740227343e-01,1.055537049046371356e+00,-3.528932847105388793e-01,3.836248932966398462e-01,3.146221511798611564e-02,2.460106064518630120e-01
2.600000000000000089e+00,8.577372801625735566e-01,3.090153152467904896e-01,-2.049113901084846923e+00,1.053389755485758750e+00,6.449772217375135952e-01,4.531667477805776389e-01,-4.890450519392373074e-01,1.066687741303749215e+00,-4.198897758578810646e-01,3.788546286150072939e-01,6.269808358195579079e-02,1.999824486530716039e-01
2.650000000000000355e+00,8.894336717908309931e-01,3.321447050590768391e-01,-2.073474896208089113e+00,1.106954912615489839e+00,6.223288641411482969e-01,4.719549702163058358e-01,-4.851381807286771486e-01,1.075534566085356358e+00,-4.858319580926392933e-01,3.723892370015878250e-01,9.348306975100981187e-02,1.539105588695945381e-01
2.700000000000000178e+00,9.199157947959958337e-01,3.562047090791694570e-01,-2.097602323672761671e+00,1.160904905098002260e+00,5.964189250357656569e-01,4.903769630496132570e-01,-4.797079447297638577e-01,1.082083512397179481e+00,-5.502805135228368005e-01,3.642016208689853873e-01,1.235962498498654610e-01,1.081214324241742686e-01
2.750000000000000000e+00,9.490226173519312747e-01,3.811748543756074969e-01,-2.121420945449230544e+00,1.215125327232994712e+00,5.673328759749632910e-01,5.083461126715306255e-01,-4.727933486718838285e-01,1.086356793085511141e+00,-6.128057073825766699e-01,3.542731189593303909e-01,1.528220925000061681e-01,6.293709676356959437e-02
2.800000000000000266e+00,9.765979133524808065e-01,4.070303176277261237e-01,-2.144857740363051768e+00,1.269503283831027840e+00,5.351773668661824468e-01,5.257750901221169837e-01,-4.644440025071737144e-01,1.088392557107150438e+00,-6.729906842920194698e-01,3.425938293084602182e-01,1.809522087690317860e-01,1.867254431361333594e-02
2.850000000000000089e+00,1.002491303877836470e+00,4.337419004303427750e-01,-2.167842424711064808e+00,1.323928177169009679e+00,5.000795010402926399e-01,5.425762963630975655e-01,-4.547197213625023271e-01,1.088244474508523796e+00,-7.304346932794109071e-01,3.291628951914583601e-01,2.077870615773121932e-01,-2.436678957966498596e-02
2.900000000000000355e+00,1.026559258418619391e+00,4.612760272033241682e-01,-2.190307950758454858e+00,1.378292470065415776e+00,4.621859512386430335e-01,5.586623208716068323e-01,-4.436900412489301337e-01,1.085981196733877940e+00,-7.847562229572442316e-01,3.139887516155991931e-01,2.331376243015719496e-01,-6.588748899126357916e-02
2.950000000000000178e+00,1.048666048023583652e+00,4.895947663217541934e-01,-2.212190978972347732e+00,1.432492418922461042e+00,4.216619214751318179e-01,5.739464115215581197e-01,-4.314336533226953430e-01,1.081685695614153397e+00,-8.355960282445799026e-01,2.970893299267792220e-01,2.568269784145028045e-01,-1.056105454092999135e-01
3.000000000000000000e+00,1.068684642808046314e+00,5.186558749777192556e-01,-2.233432320000014570e+00,1.486428770768252416e+00,3.786899606612096347e-01,5.883429535974592506e-01,-4.180377600000083627e-01,1.075454485119799575e+00,-8.826200300276012545e-01,2.784922180954945703e-01,2.786918400000025775e-01,-1.432736567465948685e-01
3.050000000000000266e+00,1.086497546577706697e+00,5.484128681739113276e-01,-2.253977342577452525e+00,1.540007418554487417e+00,3.334686348119667576e-01,6.017679556638193539e-01,-4.035973567359064651e-01,1.067396730692337536e+00,-9.255220691502207275e-01,2.582347742484363828e-01,2.985840049832730325e-01,-1.786334227399504482e-01
3.100000000000000089e+00,1.101997561686825389e+00,5.788151121323734660e-01,-2.273776343757437868e+00,1.593140009224237374e+00,2.862110655822242555e-01,6.141395398915565629e-01,-3.882144437853828345e-01,1.057633251701153299e+00,-9.640264961269546795e-01,2.363641910117686429e-01,3.163717029150825977e-01,-2.114674221059120729e-01
3.150000000000000355e+00,1.115088477660328259e+00,6.098079422787437975e-01,-2.292784878074669130e+00,1.645744499359887314e+00,2.371433438115091996e-01,6.253784343211638008e-01,-3.719971727730962407e-01,1.046295423303317706e+00,-9.978905779699410727e-01,2.129375082321610102e-01,3.319408491497409242e-01,-2.415761568212572430e-01
3.200000000000000178e+00,1.125685677566640397e+00,6.413328058332821158e-01,-2.310964042519689787e+00,1.697745653553794476e+00,1.865028276875615454e-01,6.354084644206605681e-01,-3.550589334061137747e-01,1.033523984716204103e+00,-1.026906703522028952e+00,1.880215716416424043e-01,3.451961852559470856e-01,-2.687848488966847471e-01
3.250000000000000000e+00,1.133716656631790665e+00,6.733274289048494232e-01,-2.328280714472672486e+00,1.749075481012494437e+00,1.345363360680887910e-01,6.441570411746730951e-01,-3.375173861718813728e-01,1.019467761643717996e+00,-1.050904368688395651e+00,1.616929350323400572e-01,3.560622975000187207e-01,-2.929450750125091041e-01
3.300000000000000266e+00,1.139121448135569814e+00,7.057260078427541883e-01,-2.344707740052990541e+00,1.799673606311152474e+00,8.149824843124563178e-02,6.515556428192977867e-01,-3.194934473719342471e-01,1.004282311329297128e+00,-1.069751922957942192e+00,1.340377035071734224e-01,3.644845032407196261e-01,-3.139362243844492362e-01
3.350000000000000089e+00,1.141852952227416118e+00,7.384594244540976238e-01,-2.360224070670669860e+00,1.849487570656532798e+00,2.764852385547694053e-02,6.575402872156843603e-01,-3.011102333497602257e-01,9.881284994394606835e-01,-1.083358058607245544e+00,1.051513153725753824e-01,3.704295950752340971e-01,-3.316667652281515832e-01
3.400000000000000355e+00,1.141877163942744300e+00,7.714554845408347905e-01,-2.374814845921546791e+00,1.898473060495355469e+00,-2.674934764034677531e-02,6.620519917336041837e-01,-2.824919712792702264e-01,9.711710187140458750e-01,-1.091673023978538160e+00,7.513826023929943976e-02,3.738864325755063001e-01,-3.460753051910356870e-01
3.450000000000000178e+00,1.139173297390450701e+00,8.046391790513022224e-01,-2.388471421348760337e+00,1.946594060820106886e+00,-8.143044713478157781e-02,6.650372173945494625e-01,-2.637628843883195739e-01,9.535768600505974968e-01,-1.094689542224019707e+00,4.411173089738530673e-02,3.748663714541863867e-01,-3.571314311196822633e-01
3.500000000000000000e+00,1.133733803818718577e+00,8.379329669753874388e-01,-2.401191340000019991e+00,1.993822931075825755e+00,-1.361305670278520619e-01,6.664482939022352559e-01,-2.450460600000108347e-01,9.355137474216554949e-01,-1.092443416908241538e+00,1.219320653136635700e-02,3.734035200000006549e-01,-3.648363135315895178e-01
3.550000000000000266e+00,1.125564282048877818e+00,8.712570789408751182e-01,-2.412978247141377430e+00,2.040140402159775324e+00,-1.905883733291427462e-01,6.662438220666525579e-01,-2.264623092819502970e-01,9.171485487557607952e-01,-1.085013805861033687e+00,-2.048803515825984786e-02,3.695548126213489826e-01,-3.692230611595068157e-01
3.600000000000000089e+00,1.114683280596481918e+00,9.045298402907623325e-01,-2.423841747946065439e+00,2.085535493630745751e+00,-2.445475729569269174e-01,6.643890500061461202e-01,-2.081290281025562072e-01,8.986456756443046423e-01,-1.072523144672155704e+00,-5.379547936116114981e-02,3.633998903377921308e-01,-3.703568109367685324e-01
3.650000000000000355e+00,1.101121991675066747e+00,9.376680122375264936e-01,-2.433797208459017369e+00,2.130005350905964434e+00,-2.977590680655571309e-01,6.608562193902984827e-01,-1.901590689005537571e-01,8.801654854678064854e-01,-1.055136701221075723e+00,-8.758601152490609609e-02,3.550407780588659135e-01,-3.683345387925744396e-01
3.700000000000000178e+00,1.084923838199716384e+00,9.705871495004133598e-01,-2.442865500646231869e+00,2.173555002921751633e+00,-3.499830784875081480e-01,6.556248778646655007e-01,-1.726596339826188542e-01,8.618627002670810056e-01,-1.033061742631825597e+00,-1.217106331181742052e-01,3.446013484892322953e-01,-3.632845766250650255e-01
3.750000000000000000e+00,1.066143955877266958e+00,1.003201972635835215e+00,-2.451072692871098191e+00,2.216197041468523921e+00,-4.009912124461519900e-01,6.486821536767635177e-01,-1.557312011718852973e-01,8.438848574160018323e-01,-1.006546296047482247e+00,-1.560152582234211049e-01,3.322265625000161426e-01,-3.553658208210919156e-01
3.800000000000000266e+00,1.044848573484944421e+00,1.035426753068884764e+00,-2.458449687699152619e+00,2.257951224181833361e+00,-4.505684647649753072e-01,6.400229884009908110e-01,-1.394664932376530331e-01,8.263708078846044858e-01,-9.758774846134734560e-01,-1.903415933928900017e-01,3.180814758052252778e-01,-3.447666176912358438e-01
3.850000000000000089e+00,1.021114295501263536e+00,1.067175708625824893e+00,-2.465031809516270211e+00,2.298844003979154671e+00,-4.985151208687075841e-01,6.296503235384401931e-01,-1.239495030456719826e-01,8.094492786123416161e-01,-9.413794200647527255e-01,-2.245281032019441347e-01,3.023500017827695507e-01,-3.317033111880851592e-01
3.900000000000000355e+00,9.950272923619877252e-01,1.098363407153157167e+00,-2.470858345055962246e+00,2.338907988575495978e+00,-5.446485439409686213e-01,6.175752366459122955e-01,-1.092545868750372517e-01,7.932375162430471693e-01,-9.034106333055974547e-01,-2.584110639336306692e-01,2.852334202798049723e-01,-3.164184382766055403e-01
3.950000000000000178e+00,9.666824047678311826e-01,1.128905175588553300e+00,-2.475972040565220134e+00,2.378181334593655105e+00,-5.888048216733663409e-01,6.038170225267197599e-01,-9.544563885730870945e-02,7.778400302050052506e-01,-8.623610243771751005e-01,-2.918257078283623129e-01,2.669486222410676901e-01,-2.991785573252647157e-01
4.000000000000000000e+00,9.361821696738275023e-01,1.158717511622519680e+00,-2.480418560000018147e+00,2.416707081699726700e+00,-6.308402481097914460e-01,5.884032148941589213e-01,-8.257536000000698095e-02,7.633474538506703766e-01,-8.186483132025159648e-01,-3.246074603327793184e-01,2.477260800000067320e-01,-2.802716948859966806e-01
4.049999999999999822e+00,9.036357768364612353e-01,1.187718494857167517e+00,-2.484245909326358692e+00,2.454532433151245474e+00,-6.706326151596917473e-01,5.713695437968667745e-01,-7.068463576575850782e-02,7.498355431027429185e-01,-7.727139725020532035e-01,-3.565932727815552261e-01,2.278075330722298120e-01,-2.600043962313314805e-01
4.100000000000000533e+00,8.691579660909061200e-01,1.215828194129864981e+00,-2.487503832715038943e+00,2.491707990133833484e+00,-7.080822874239384168e-01,5.527598239735465047e-01,-5.980203668597506433e-02,7.373643327840045947e-01,-7.250186242718511531e-01,-3.876230529462167951e-01,2.074433792901405893e-01,-2.386983650181795091e-01
4.150000000000000355e+00,8.328678768703642321e-01,1.242969067424909424e+00,-2.490243187153856397e+00,2.528286948290643377e+00,-7.431130330458826094e-01,5.326257691828736318e-01,-4.994345699584556292e-02,7.259774715406589474e-01,-6.760368812153677576e-01,-4.175411958848397331e-01,1.868897611183534535e-01,-2.166866774452912148e-01
4.200000000000000178e+00,7.948878628684653558e-01,1.269066350545578814e+00,-2.492515302764077401e+00,2.564324265912133249e+00,-7.756725823700374445e-01,5.110267274326840692e-01,-4.111190678568441004e-02,7.157017570004329254e-01,-6.262516145222105646e-01,-4.461982175265510331e-01,1.664053369897078583e-01,-1.943095562742442328e-01
4.250000000000000000e+00,7.553422861786751596e-01,1.294048430462092281e+00,-2.494371336894547930e+00,2.599875814354103643e+00,-8.057328852609157988e-01,4.880293319108780503e-01,-3.329747367188892054e-02,7.065468935376482129e-01,-5.761476293851606201e-01,-4.734524934248368622e-01,1.462477275000156896e-01,-1.719096900815471618e-01
